time,502,200,500,422,400,302,504,404 
90,36,662,632,25,253,29,3,31 
100,341,770,752,29,337,29,3,31 
110,766,857,848,31,427,29,4,31 
120,1141,934,981,37,529,29,4,31 
130,1236,959,1222,52,621,29,8,31 
140,1236,963,1830,136,931,29,8,31 
150,1236,963,2203,234,1168,29,8,32 
160,1236,963,2459,294,1340,29,8,38 
170,1236,963,2597,339,1444,29,8,41 
180,1236,963,2668,370,1505,29,8,41 
190,1236,963,2702,381,1529,29,8,41 
200,1236,964,2724,387,1548,29,8,43 
210,1236,964,2743,393,1564,29,8,44 
220,1236,964,2747,395,1568,29,8,44 
227,1236,964,2747,396,1568,29,8,44 
