time,502,200,500,422,400,302,504,404 
90,3.6,11.4,14.3,0.4,5.6,0,0,0 
100,30.5,10.8,12,0.4,8.4,0,0,0 
110,42.5,8.7,9.6,0.2,9,0,0.1,0 
120,37.5,7.7,13.3,0.6,10.2,0,0,0 
130,9.5,2.5,24.1,1.5,9.2,0,0.4,0 
140,0,0.4,60.8,8.4,31,0,0,0 
150,0,0,37.3,9.8,23.7,0,0,0.1 
160,0,0,25.6,6,17.2,0,0,0.6 
170,0,0,13.8,4.5,10.4,0,0,0.3 
180,0,0,7.1,3.1,6.1,0,0,0 
190,0,0,3.4,1.1,2.4,0,0,0 
200,0,0.1,2.2,0.6,1.9,0,0,0.2 
210,0,0,1.9,0.6,1.6,0,0,0.1 
220,0,0,0.4,0.2,0.4,0,0,0 
227,0,0,0,0.1,0,0,0,0 
