time,page 
0,155.19062922430567 
10,159.6959125679717 
20,2200.9258736645675 
30,1648.238554433559 
40,1979.0507432413265 
50,3968.8960474521728 
60,4100.264797365575 
70,7288.565174593475 
80,2194.375366333497 
90,2571.2550261023944 
100,3379.6040194262637 
110,4184.300142533572 
120,4100.402493092467 
130,6757.7348974915585 
140,2226.410290255 
150,899.2591182520143 
160,798.7002519668041 
170,3.596409581725038 
180,2.6822116908973874 
190,2.5696210467597393 
200,8070.607323254603 
210,2.0783822014835924 
220,2.4928247977389466 
227,0.0 
