time,size_sent,size_rcv 
0,11.82265625,85.01796875 
10,41.25546875,237.0265625 
20,80.0875,444.16171875 
30,130.95859375,688.86796875 
40,209.10625,1058.36328125 
50,331.36015625,1448.49296875 
60,463,2090.878125 
70,616.025,2625.62421875 
80,781.575,3292.18984375 
90,979.2265625,4032.5203125 
100,1288.26484375,4779.33125 
110,1639.7078125,5429.0703125 
120,2022.75390625,6078.534375 
130,2296.9734375,6606.25078125 
140,2793.04609375,7706.00625 
150,3184.61640625,8453.3703125 
160,3463.53984375,8965.3140625 
170,3634.12265625,9262.4453125 
180,3727.45390625,9426.3859375 
190,3769.36640625,9498.015625 
200,3800.24140625,9549.2140625 
210,3826.4890625,9591.04453125 
220,3832.534375,9600.77578125 
227,3833.15390625,9602.30703125 
