time,cpu@tsung_controller@ip-172-31-17-70 
0,1.6921548193209082 
10,0.5015045135406219 
20,0.30060120240480964 
30,0.30060120240480964 
40,2.3069207622868606 
50,2.4024024024024024 
60,2.4024024024024024 
70,0.501002004008016 
80,0.4012036108324975 
90,2.206619859578736 
100,0.5020080321285141 
110,0.4020100502512563 
120,0.8032128514056224 
130,2.4 
140,1.9076305220883536 
150,0.3 
160,7.474747474747474 
170,5.0761421319796955 
180,1.0214504596527068 
190,3.118712273641851 
200,1.105527638190955 
210,2.8028028028028027 
220,1.7999999999999998 
230,0.7014028056112225 
240,2.2022022022022023 
250,0.8964143426294822 
260,4.408817635270541 
