time,sentpackets@tsung_controller@ip-172-31-17-70 
10,131 
20,364.0 
30,298.0 
40,628.0 
50,590.0 
60,767.0 
70,929.0 
80,1277.0 
90,1460.0 
100,1777.0 
110,2773.0 
120,3007.0 
130,2614.0 
140,1447.0 
150,1059.0 
160,857.0 
170,522.0 
180,456.0 
190,321.0 
200,480.0 
210,90.0 
220,14.0 
224,17.0 
