time,users,connected 
0,8,7 
10,20,16 
20,30,29 
30,44,39 
40,59,53 
50,70,68 
60,83,73 
70,116,106 
80,129,124 
90,170,154 
100,234,225 
110,260,244 
120,248,241 
130,197,196 
140,126,127 
150,85,84 
160,50,48 
170,30,28 
180,18,17 
190,10,7 
200,3,2 
210,1,0 
220,1,1 
224,0,0 
