time,502,200,500,422,400,302,404 
0,12,9,,,1,1, 
10,34,25,,5,8,2, 
20,63,31,12,8,18,3,1 
30,116,43,30,11,31,3,1 
40,194,60,43,19,46,5,3 
50,294,68,54,23,65,5,3 
60,421,76,73,27,85,5,3 
70,648,89,104,35,120,6,4 
80,822,117,153,55,163,7,6 
90,1140,168,210,75,227,7,6 
100,1614,226,278,90,303,8,6 
110,2281,261,310,98,404,11,6 
120,2932,313,402,122,517,16,7 
130,3456,319,474,126,559,16,8 
140,3983,321,497,128,575,16,10 
150,4354,322,570,139,619,16,10 
160,4628,323,590,153,634,16,11 
170,4781,325,602,157,643,16,12 
180,4865,325,615,161,649,16,13 
190,4906,327,623,164,655,16,15 
200,4918,329,626,164,659,16,16 
210,4928,329,628,167,662,16,17 
220,4929,329,628,167,663,16,17 
223,4930,329,628,168,664,16,17 
