time,502,200,500,422,400,302,504,404 
100,5.1,14,11.4,0.2,5.4,0,,0 
110,39.3,10.9,11.6,0.1,9.6,0,0.4,0 
120,37.9,6.2,9.9,0.7,10,0,0.1,0 
130,15.9,3.1,24.8,1.6,10.8,0,0,0 
140,0,0.3,58.2,9,28.5,0,0,0 
150,0,0,34.9,8.3,20.8,0,0,0.1 
160,0,0,21.1,5.2,15,0,0,0.6 
170,0,0,15.4,4.8,11.6,0,0,0 
180,0,0,6.5,2.3,4.8,0,0,0 
190,0,0.1,4.3,1.4,3.4,0,0,0.1 
200,0,0.1,3,0.8,2.2,0,0,0.2 
210,0,0.1,1.5,0.8,1.7,0,0,0.2 
220,0,0.1,1,0.2,1.1,0,0,0.4 
230,0,0,0.6,0.3,0.5,0,0,0 
240,0,0,0,0.1,0,0,0,0 
250,0,0.1,0,0,0,0,0,0 
258,0,0,0,0.1,0.3,0,0,0.3 
