time,502,200,500,422,400,302,504,404 
100,51,799,767,40,314,30,,34 
110,444,908,883,41,410,30,4,34 
120,823,970,982,48,510,30,5,34 
130,982,1001,1230,64,618,30,5,34 
140,982,1004,1812,154,903,30,5,34 
150,982,1004,2161,237,1111,30,5,35 
160,982,1004,2372,289,1261,30,5,41 
170,982,1004,2526,337,1377,30,5,41 
180,982,1004,2591,360,1425,30,5,41 
190,982,1005,2634,374,1459,30,5,42 
200,982,1006,2664,382,1481,30,5,44 
210,982,1007,2679,390,1498,30,5,46 
220,982,1008,2689,392,1509,30,5,50 
230,982,1008,2695,395,1514,30,5,50 
240,982,1008,2695,396,1514,30,5,50 
250,982,1009,2695,396,1514,30,5,50 
258,982,1009,2695,397,1517,30,5,53 
