time,sentpackets@tsung_controller@ip-172-31-22-181 
10,197 
20,292 
30,292 
40,357 
50,566 
60,622 
70,848 
80,1192 
90,1192 
100,1471 
110,1588 
120,2258 
130,2258 
140,2258 
150,2258 
160,2258 
170,2258 
180,2258 
190,2258 
200,2258 
210,2258 
220,2258 
230,2258 
240,2258 
250,2258 
258,2258 
