time,sentpackets@tsung_controller@ip-172-31-30-247 
10,164 
20,189 
30,226 
40,389 
50,551 
60,551 
70,794 
80,1036 
90,1253 
100,1998 
110,2520 
120,3108 
130,3108 
140,3108 
150,3108 
160,3108 
170,3108 
180,3108 
190,3108 
200,3108 
210,3108 
220,3108 
230,3108 
240,3108 
250,3108 
260,3108 
