time,users,connected 
0,12,12 
10,19,6 
20,30,12 
30,53,22 
40,75,22 
50,90,15 
60,122,28 
70,169,50 
80,208,35 
90,269,60 
100,343,66 
110,400,61 
120,404,-26 
130,404,-38 
140,404,-57 
150,404,-41 
160,404,-46 
170,404,-41 
180,404,-36 
190,404,-16 
200,404,-13 
210,404,-11 
220,404,-7 
230,404,-4 
240,404,-17 
250,404,-4 
260,404,-2 
