time,users,connected 
0,12,12 
10,19,18 
20,30,30 
30,53,52 
40,75,74 
50,90,89 
60,122,117 
70,169,167 
80,208,202 
90,269,262 
100,343,328 
110,399,389 
120,373,363 
130,325,325 
140,268,268 
150,225,227 
160,182,181 
170,140,140 
180,104,104 
190,88,88 
200,75,75 
210,64,64 
220,58,57 
230,53,53 
240,38,36 
250,33,32 
260,31,30 
