time,200,500,422,400,302,504,404 
0,24,,,,3,,3 
10,51,,,,14,,11 
20,87,,,,28,,25 
30,135,,,,37,,34 
40,210,,,,63,,57 
50,272,8,,1,76,,75 
60,363,28,,9,88,,85 
70,497,81,,21,114,,112 
80,645,196,2,56,124,,122 
90,811,358,5,104,134,,134 
100,1080,615,17,199,147,1,144 
110,1331,1011,37,348,168,9,166 
120,1394,1429,71,533,184,25,186 
130,1397,1827,120,706,185,42,195 
140,1397,2121,177,882,185,51,202 
150,1397,2346,218,1027,185,66,211 
160,1397,2518,263,1161,185,77,223 
170,1397,2645,305,1260,185,87,244 
180,1397,2729,341,1328,185,101,259 
190,1397,2775,357,1375,185,112,271 
200,1397,2803,370,1399,185,121,279 
210,1397,2822,381,1418,185,125,286 
220,1397,2832,386,1433,185,133,294 
230,1397,2849,392,1470,185,142,319 
240,1397,2855,407,1490,185,151,337 
250,1397,2856,412,1499,185,158,346 
260,1397,2856,414,1505,185,161,352 
