time,200,422 
0,1.5,0.4 
10,1.3,0.8 
20,2.2,1 
30,3.9,1.4 
40,3.6,2.2 
50,4.7,2.2 
60,5.6,2.7 
70,7.5,3.7 
80,9.4,4.4 
