time,users_count,finish_users_count 
0,0.6,0 
10,1.1,0 
20,1.1,0 
30,1.6,0 
40,2.3,0 
50,2.1,0.3 
60,2.7,0.8 
70,3.3,1 
80,4,1.1 
90,5.5,0.9 
100,7.3,1.7 
110,8.8,2.3 
120,3,1.9 
130,0,5.9 
140,0,6.3 
150,0,5.3 
160,0,4.6 
170,0,4.2 
180,0,3.4 
190,0,1.6 
200,0,1 
210,0,0.4 
220,0,0.2 
230,0,0 
240,0,0.1 
250,0,0 
260,0,0.2 
270,0,0.1 
275,0,0.1 
