time,freemem@tsung_controller@ip-172-31-22-251 
0,3516.06640625 
10,3516.06640625 
20,3516.06640625 
30,3516.06640625 
40,3515.95703125 
50,3515.84765625 
60,3515.84765625 
70,3515.37890625 
80,3515.26953125 
90,3515.03515625 
