time,users,connected 
0,4,4 
10,18,14 
20,29,11 
30,34,5 
40,52,14 
50,77,23 
60,94,20 
70,120,26 
80,148,28 
90,188,39 
100,272,77 
110,345,68 
120,376,21 
130,376,-7 
140,376,-30 
150,376,-96 
160,376,-65 
170,376,-61 
180,376,-41 
190,376,-26 
200,376,-12 
210,376,-4 
220,376,-3 
230,376,-3 
240,376,0 
250,376,0 
260,376,-1 
267,376,-1 
