time,users_count,finish_users_count 
0,4,0 
10,18,0 
20,29,0 
30,34,0 
40,53,1 
50,80,3 
60,103,9 
70,140,20 
80,177,32 
90,224,36 
100,312,40 
110,394,50 
120,440,69 
130,440,87 
140,440,120 
150,440,223 
160,440,288 
170,440,349 
180,440,389 
190,440,415 
200,440,426 
210,440,432 
220,440,436 
230,440,438 
240,440,438 
250,440,438 
260,440,439 
267,440,440 
